odğurmış,93,اۏدغورمېش,1
üçün,92,اۆچۆن,1
til,92,تیل,1
bulur,91,بولور,1
körü,91,کؤرۆ,1
biri,90,بیری,1
kişiler,90,کیشیلر,1
ârzû,90,آرزو,1
kişig,90,کیشیگ,1
yakşı,89,یاقشې,1
anıñ,88,آنېڭ,1
ök,88,اؤک,1
muñar,88,موڭار,1
bitig,88,بیتیگ,1
asığ,88,آسېغ,1
kadaş,88,قاداش,1
kut,86,قوت,1
bér,85,بیر,1
yañlığ,84,یاڭلېغ,1
oğul,84,اۏغول,1
bügü,84,بۆگۆ,1
tép,83,تیپ,1
aymış,83,آیمېش,1
sözin,83,سؤزین,1
bardı,83,باردې,1
devlet,82,دَولت,1
bâb,82,باب,1
bütün,82,بۆتۆن,1
aş,81,آش,1
kılınçı,81,قېلېنچې,1
öze,80,اؤزه,1
közi,80,کؤزی,1
tése,80,تیسه,1
su’âli,79,سؤالی,1
begi,79,بگی,1
yol,79,یۏل,1
tirig,77,تیریگ,1
keldi,77,کلدی,1
tüz,77,تۆز,1
könilik,76,کؤنیلیک,1
telim,76,تلیم,1
yawa,75,یاوا,1
tapuğçı,75,تاپوغچې,1
beglik,75,بگلیک,1
artuk,74,آرتوق,1
silig,74,سیلیگ,1
erdem,73,اردم,1
kanı,72,قانې,1
ayu,72,آیو,1
kelir,71,کلیر,1
kul,71,قول,1
tili,70,تیلی,1
özin,70,اؤزین,1
bolup,70,بۏلوپ,1
belgülüg,70,بلگۆلۆگ,1
meniñ,70,منیڭ,1
kapuğ,69,قاپوغ,1
emgek,69,امگک,1
bilge,69,بیلگه,1
bol,68,بۏل,1
basa,68,باسا,1
özke,68,اؤزکه,1
et,68,ائت,1
arığ,68,آرېغ,1
tur,67,تور,1
kılma,67,قېلما,1
biligsiz,66,بیلیگسیز,1
bilgi,66,بیلگی,1
yırak,65,یېراق,1
küni,65,کۆنی,1
baş,65,باش,1
bolğa,65,بۏلغا,1
ağır,64,آغېر,1
köz,64,کؤز,1
kutı,64,قوتې,1
bilir,63,بیلیر,1
ança,63,آنچا,1
törlüg,62,تؤرلۆگ,1
ajunda,62,آژوندا,1
ara,62,آرا,1
eşit,62,ائشیت,1
bulsa,62,بولسا,1
ermez,61,ایرمز,1
ok,61,اۏق,1
az,61,آز,1
işig,61,ایشیگ,1
cân,60,جان,1
aşnu,59,آشنو,1
kümüş,59,کۆمۆش,1
körüp,58,کؤرۆپ,1
akı,58,آقې,1
tuttı,58,توتتې,1
bodunka,58,بۏدونقا,1
yégü,58,ییگۆ,1
adaş,58,آداش,1
baka,57,باقا,1
bérse,57,بیرسه,1
tegir,57,تگیر,1
bilse,57,بیلسه,1
kılınç,56,قېلېنچ,1
barır,56,بارېر,1
erke,56,ارکه,1
sü,55,سۆ,1
kız,55,قېز,1
andın,55,آندېن,1
keçer,54,کئچر,1
yorı,54,یۏرې,1
anda,54,آندا,1
kolsa,53,قۏلسا,1
kiçig,53,کیچیگ,1
edgülük,52,ائدگۆلۆک,1
altun,52,آلتون,1
bolmaz,52,بۏلماز,1
e,52,ائ,1
du‘â,51,دعا,1
barsa,51,بارسا,1
tutğıl,51,توتغېل,1
sözke,51,سؤزکه,1
terk,51,ترک,1
sakınç,51,ساقېنچ,1
yolı,50,یۏلې,1
seniñ,50,سنیڭ,1
tiler,50,تیلر,1
özün,50,اؤزۆن,1
nelük,50,نه‌لۆک,1
sewinç,50,سئوینچ,1
katığ,50,قاتېغ,1
kişilik,49,کیشیلیک,1
idim,49,ایدیم,1
munu,49,مونو,1
bérsü,49,بیرسۆ,1
yorık,49,یۏرېق,1
âhır,49,آخر,1
tetig,49,تتیگ,1
tatığ,49,تاتېغ,1
uş,48,اوش,1
sakınuk,48,ساقېنوق,1
bolmasa,48,بۏلماسا,1
körklüg,48,کؤرکلۆگ,1
ilke,48,ایلکه,1
tile,47,تیله,1
yawuz,47,یاووز,1
atın,47,آتېن,1
oduğ,47,اۏدوغ,1
tüş,46,تۆش,1
bayatka,46,بایاتقا,1
sewüg,46,سئوۆگ,1
kişide,46,کیشیده,1
bedük,46,بدۆک,1
örü,46,اؤرۆ,1
yüzi,46,یۆزی,1
tap,46,تاپ,1
toldıka,45,تۏلدېقا,1
sewinçin,45,سئوینچین,1
talu,45,تالو,1
ersig,45,ارسیگ,1
tegse,45,تگسه,1
meñzetü,45,مڭزتۆ,1
ölümke,45,اؤلۆمکه,1
élig,44,ایلیگ,1
kédin,44,کیدین,1
açığ,44,آچېغ,1
erig,44,اریگ,1
ög,44,اؤگ,1
bil,44,بیل,1
kür,44,کۆر,1
açtı,44,آچتې,1
işin,44,ایشین,1
kaldı,44,قالدې,1
yérke,44,ییرکه,1
kirdi,44,کیردی,1
odğurmışka,43,اۏدغورمېشقا,1
tümen,43,تۆمن,1
künde,43,کۆنده,1
tüzün,43,تۆزۆن,1
kılğu,43,قېلغو,1
ot,43,اۏت,1
içgü,43,ایچگۆ,1
birisi,42,بیریسی,1
unıtma,42,اونېتما,1
bérür,42,بیرۆر,1
yérde,42,ییرده,1
ülüg,42,اۆلۆگ,1
erki,42,ارکی,1
üç,42,اۆچ,1
tegdi,41,تگدی,1
hâcib,41,حاجب,1
neteg,41,نه‌تگ,1
tapuğka,41,تاپوغقا,1
amul,41,آمول,1
yarın,41,یارېن,1
tutğu,41,توتغو,1
tilep,41,تیلپ,1
kadğu,41,قادغو,1
toña,40,تۏڭا,1
suw,40,سوو,1
kötürdi,40,کؤتۆردی,1
kalır,40,قالېر,1
naru,40,نارو,1
katığlan,40,قاتېغلان,1
küç,40,کۆچ,1
küçün,40,کۆچۆن,1
seniñdin,39,سنیڭدین,1
kayusı,39,قایوسې,1
yorır,39,یۏرېر,1
tüzü,38,تۆزۆ,1
küdezgil,38,کۆدزگیل,1
yüzin,38,یۆزین,1
kelip,38,کلیپ,1
kutun,38,قوتون,1
ig,38,ایگ,1
kılıç,38,قېلېچ,1
atıñ,38,آتېڭ,1
çığay,38,چېغای,1
begke,38,بگکه,1
bolma,38,بۏلما,1
eşitti,38,ائشیتتی,1
teñri,37,تڭری,1
meñü,37,مڭۆ,1
orun,37,اۏرون,1
ölür,37,اؤلۆر,1
körki,37,کؤرکی,1
özüñni,37,اؤزۆڭنی,1
aslı,36,آسلې,0
erej,36,ارژ,1
ni‘met,36,نعمت,1
a,35,آ,1
küle,35,کۆله,1
yaruk,35,یاروق,1
çıktı,35,چېقتې,1
anın,35,آنېن,1
eñ,35,اڭ,1
sanı,35,سانې,1
kimiñ,35,کیمیڭ,1
yası,34,یاسې,1
tutar,34,توتار,1
ögi,34,اؤگی,1
otun,34,اۏتون,1
yarağsız,34,یاراغسېز,1
sözle,34,سؤزله,1
edgüsi,34,ائدگۆسی,1
yorıp,34,یۏرېپ,1
bay,34,بای,1
kulı,34,قولې,1
aça,33,آچا,1
yorığlı,33,یۏرېغلې,1
elgi,33,ائلگی,1
al,33,آل,1
berü,33,بئرۆ,1
osal,33,اۏسال,1
selâm,32,سلام,1
sözler,32,سؤزلر,1
bolğay,32,بۏلغای,1
neñke,32,نڭکه,1
tutçı,32,توتچې,1
vefâ,32,وفا,1
ata,32,آتا,1
özüñke,32,اؤزۆڭکه,1
kelse,32,کلسه,1
süçig,32,سۆچیگ,1
kalur,32,قالور,1
cefâ,32,جفا,1
tok,32,تۏق,1
kayda,31,قایدا,1
yıl,31,یېل,1
idisi,31,ایدیسی,1
kend,31,کند,1
ağırlık,31,آغېرلېق,1
işler,31,ایشلر,1
buldı,31,بولدې,1
tilekin,31,تیلکین,1
bodnı,31,بۏدنې,1
yése,31,ییسه,1
tapğı,31,تاپغې,1
sözün,30,سؤزۆن,1
kaç,30,قاچ,1
saw,30,ساو,1
yayığ,30,یایېغ,1
usa,30,اوسا,1
bolsu,30,بۏلسو,1
sözni,30,سؤزنی,1
mundağ,30,مونداغ,1
yégitlik,30,ییگیتلیک,1
itig,30,ایتیگ,1
aldı,30,آلدې,1
tuşı,30,توشې,1
seniñde,30,سنیڭده,1
itlür,30,ایتلۆر,1
uluğluk,29,اولوغلوق,1
tört,29,تؤرت,1
kılık,29,قېلېق,1
séziksiz,29,سیزیکسیز,1
anuk,29,آنوق,1
küsüş,29,کۆسۆش,1
meniñdin,29,منیڭدین,1
kuruğ,29,قوروغ,1
işte,29,ایشته,1
sözledim,29,سؤزله‌دیم,1
ağı,29,آغې,1
kalın,29,قالېن,1
kaçan,29,قاچان,1
közin,29,کؤزین,1
tüpi,29,تۆپی,1
ilde,29,ایلده,1
yalawaç,28,یالاواچ,1
éli,28,ایلی,1
bulup,28,بولوپ,1
halkka,28,خلققا,1
kéñ,28,کیڭ,1
munda,28,موندا,1
bularda,28,بولاردا,1
yağıka,28,یاغېقا,1
aydım,28,آیدېم,1
isizke,28,ایسیزکه,1
tutup,28,توتوپ,1
anıñdın,28,آنېڭدېن,1
turu,28,تورو,1
sakın,28,ساقېن,1
ilçi,28,ایلچی,1
kılıp,27,قېلېپ,1
tegme,27,تگمه,1
içinde,27,ایچینده,1
tüze,27,تۆزه,1
berk,27,برک,1
toğdı,27,تۏغدې,1
yaşıl,27,یاشېل,1
neñin,27,نڭین,1
tuçı,27,توچې,1
bolu,27,بۏلو,1
esen,27,اسن,1
sözlese,27,سؤزله‌سه,1
otı,27,اۏتې,1
kaçar,27,قاچار,1
bor,27,بۏر,1
eşittim,27,ائشیتتیم,1
uz,27,اوز,1
işiñ,27,ایشیڭ,1
kodtı,27,قۏدتې,1
katılma,27,قاتېلما,1
kök,26,کؤک,1
öziñe,26,اؤزیڭه,1
kerekin,26,کیرکین,1
başlar,26,باشلار,1
yağız,26,یاغېز,1
törütti,26,تؤرۆتتی,1
tuş,26,توش,1
köñülke,26,کؤڭۆلکه,1
utru,26,اوترو,1
kimke,26,کیمکه,1
yük,26,یۆک,1
okı,26,اۏقې,1
yañı,26,یاڭې,1
kılğa,26,قېلغا,1
kirse,26,کیرسه,1
yakınlık,26,یاقېنلېق,1
uktum,26,اوقتوم,1
edgüke,26,ائدگۆکه,1
ölümüg,26,اؤلۆمۆگ,1
bulun,26,بولون,1
ögdi,25,اؤگدی,1
ikigün,25,ایکیگۆن,1
ıdtı,25,اېدتې,1
yuluğ,25,یولوغ,1
uwutluğ,25,اوووتلوغ,1
tolu,25,تۏلو,1
kesti,25,کستی,1
tilekke,25,تیلککه,1
eren,25,ارن,1
şâ‘ir,25,شاعر,1
negüke,25,نه‌گۆکه,1
terkin,25,ترکین,1
teñsiz,25,تڭسیز,1
neñi,25,نڭی,1
külüg,25,کۆلۆگ,1
havâ,25,هاوا,1
kimi,24,کیمی,1
tüp,24,تۆپ,1
munıñ,24,مونېڭ,1
kolur,24,قۏلور,1
tün,24,تۆن,1
koldı,24,قۏلدې,1
üdrüm,24,اۆدرۆم,1
dîn,24,دین,1
kızıl,24,قېزېل,1
ajunka,24,آژونقا,1
yatur,24,یاتور,1
kökke,24,کؤککه,1
ajunuğ,24,آژونوغ,1
yég,24,ییگ,1
küçi,24,کۆچی,1
sözlemiş,24,سؤزله‌میش,1
sakış,24,ساقېش,1
oğlan,24,اۏغلان,1
kördi,24,کؤردی,1
ewke,24,ائوکه,1
yanutı,24,یانوتې,1
kodup,24,قۏدوپ,1
vezîr,23,وزیر,1
oñay,23,اۏڭای,1
başın,23,باشېن,1
ma‘nî,23,معنی,1
aşka,23,آشقا,1
üdlek,23,اۆدلک,1
taş,23,تاش,1
bayattın,23,بایاتتېن,1
sewinçi,23,سئوینچی,1
tü,23,تۆ,1
kuş,23,قوش,1
yölek,23,یؤلک,1
ornı,23,اۏرنې,1
tilig,23,تیلیگ,1
sak,23,ساق,1
kördüm,23,کؤردۆم,1
ayayın,23,آیایېن,1
tutğuçı,23,توتغوچې,1
sınamış,23,سېنامېش,1
olar,23,اۏلار,1
üd,23,اۆد,1
yaşı,23,یاشې,1
öñi,23,اؤڭی,1
elgin,23,ائلگین,1
yoduğ,23,یۏدوغ,1
tusulur,23,توسولور,1
emi,23,ائمی,0
usanma,23,اوسانما,1
içse,23,ایچسه,1
urup,22,اوروپ,1
kuluğ,22,قولوغ,1
kumaru,22,قومارو,1
biligli,22,بیلیگلی,1
erdim,22,ایردیم,1
ürüñ,22,اۆرۆڭ,1
munça,22,مونچا,1
uwut,22,اوووت,1
tilekim,22,تیلکیم,1
ölse,22,اؤلسه,1
yédi,22,ییدی,1
munıñda,22,مونېڭدا,1
alın,22,آلېن,1
erken,22,ارکن,1
téyü,22,تییۆ,1
ulı,22,اولې,1
yattı,22,یاتتې,1
ayıttı,22,آیېتتې,1
kodkı,22,قۏدقې,1
yazuk,22,یازوق,1
suk,22,سوق,1
boğuz,22,بۏغوز,1
irig,22,ایریگ,1
üçünçi,21,اۆچۆنچی,1
uluş,21,اولوش,1
karşı,21,قارشې,1
küdezgü,21,کۆدزگۆ,1
alp,21,آلپ,1
kılmış,21,قېلمېش,1
öt,21,اؤت,1
bitigçi,21,بیتیگچی,1
tapa,21,تاپا,1
bodunda,21,بۏدوندا,1
yaşık,21,یاشېق,1
edgülükke,21,ائدگۆلۆککه,1
ursa,21,اورسا,1
yılkı,21,یېلقې,1
körür,21,کؤرۆر,1
teñi,21,تڭی,1
yalñuz,21,یالڭوز,1
keçürmiş,21,کئچۆرمیش,1
boyun,21,بۏیون,1
alır,21,آلېر,1
kéçe,21,کیچه,1
sözledi,21,سؤزله‌دی,1
üdi,21,اۆدی,1
kéç,21,کیچ,1
nerek,21,نه‌رک,1
küdezse,21,کۆدزسه,1
egri,21,اگری,1
meger,21,مگر,1
munukı,21,مونوقې,1
hakı,20,حقی,1
yürek,20,یۆرک,1
ermiş,20,ایرمیش,1
közüñ,20,کؤزۆڭ,1
barğu,20,بارغو,1
kadaşı,20,قاداشې,1
koptı,20,قۏپتې,1
yaş,20,یاش,1
aç,20,آچ,1
inçke,20,اینچکه,1
anıñda,20,آنېڭدا,1
bilip,20,بیلیپ,1
öldi,20,اؤلدی,1
tutma,20,توتما,1
uçuz,20,اوچوز,1
tegip,20,تگیپ,1
küniñe,20,کۆنیڭه,1
ögdülmişig,20,اؤگدۆلمیشیگ,1
tâ‘at,20,طاعت,1
yorısa,20,یۏرېسا,1
kılayın,20,قېلایېن,1
tilekiñ,20,تیلکیڭ,1
tirilgil,20,تیریلگیل,1
atım,20,آتېم,1
bağırsaklıkın,20,باغېرساقلېقېن,1
hakın,20,حقین,1
közün,20,کؤزۆن,1
ögün,20,اؤگۆن,1
ewre,20,ائوره,1
kol,20,قۏل,1
küdez,20,کۆدز,1
halâl,20,حلال,1
oğlı,19,اۏغلې,1
alıp,19,آلېپ,1
hazîneˆ,19,خزینه,1
yoluğ,19,یۏلوغ,1
muñluğ,19,موڭلوغ,1
kodı,19,قۏدې,1
urdı,19,اوردې,1
baksa,19,باقسا,1
yandru,19,یاندرو,1
işim,19,ایشیم,1
udu,19,اودو,1
yat,19,یات,1
turdı,19,توردې,1
okıdı,19,اۏقېدې,1
bakın,19,باقېن,1
barır-men,19,بارېرمن,1
unur,19,اونور,1
bilgü,19,بیلگۆ,1
yalğan,19,یالغان,1
meñzer,19,مڭزر,1
bérgüçi,19,بیرگۆچی,1
kéñeş,19,کیڭش,1
oza,18,اۏزا,1
teñiz,18,تڭیز,1
kereklig,18,کیرکلیگ,1
azu,18,آزو,1
yas,18,یاس,1
tanuk,18,تانوق,1
kalık,18,قالېق,1
kutka,18,قوتقا,1
boynı,18,بۏینې,1
kılk,18,قېلق,1
sözümni,18,سؤزۆمنی,1
asğın,18,آسغېن,1
ağu,18,آغو,1
künüñ,18,کۆنۆڭ,1
adakın,18,آداقېن,1
kodu,18,قۏدو,1
işni,18,ایشنی,1
bilin,18,بیلین,1
kılın,18,قېلېن,1
öglüg,18,اؤگلۆگ,1
tuz,18,توز,1
tawar,18,تاوار,1
yetrü,18,یئترۆ,1
sewindi,18,سئویندی,1
séndin,18,سیندین,1
bilmese,18,بیلمه‌سه,1
adra,18,آدرا,1
süzük,18,سۆزۆک,1
kirür,18,کیرۆر,1
aşı,18,آشې,1
tevfîk,18,تَوفیق,1
birge,18,بیرگه,1
öñdi,18,اؤڭدی,1
ölüg,18,اؤلۆگ,1
alsa,18,آلسا,1
kadaşım,18,قاداشېم,1
kitâb,17,کیتاب,1
ikinçi,17,ایکینچی,1
ordu,17,اۏردو,1
öñin,17,اؤڭین,1
öñdün,17,اؤڭدۆن,1
küler,17,کۆلر,1
tilemiş,17,تیله‌میش,1
teñ,17,تڭ,1
kılğuçı,17,قېلغوچې,1
tursa,17,تورسا,1
méndin,17,میندین,1
fazlı,17,فضلی,1
tolum,17,تۏلوم,1
kiçigke,17,کیچیگکه,1
isig,17,ایسیگ,1
kur,17,قور,1
ayıtğu,17,آیېتغو,1
yüzüm,17,یۆزۆم,1
tilegli,17,تیلگلی,1
tegrür,17,تگرۆر,1
bolayın,17,بۏلایېن,1
ülgi,17,اۆلگی,1
bérgü,17,بیرگۆ,1
yé,17,یی,1
kılığlı,16,قېلېغلې,1
şükür,16,شکر,1
ukuşsuz,16,اوقوشسوز,1
pend,16,پند,1
ediz,16,ائدیز,1
yaruttı,16,یاروتتې,1
alçak,16,آلچاق,1
bular,16,بولار,1
köki,16,کؤکی,1
sunup,16,سونوپ,1
kapuğda,16,قاپوغدا,1
yarudı,16,یارودې,1
kalsa,16,قالسا,1
tüzer,16,تۆزر,1
yılın,16,یېلېن,1
apa,16,آپا,1
élke,16,ایلکه,1
kıldıñ,16,قېلدېڭ,1
tuğsa,16,توغسا,1
kıldım,16,قېلدېم,1
künüm,16,کۆنۆم,1
açıldı,16,آچېلدې,1
saklık,16,ساقلېق,1
itse,16,ایتسه,1
barayın,16,بارایېن,1
kirip,16,کیریپ,1
yégrek,16,ییگرک,1
bolğu,16,بۏلغو,1
tutayın,16,توتایېن,1
ewiñe,16,ائویڭه,1
mindi,16,میندی,1
suwı,16,سووې,1
akru,16,آقرو,1
köñlin,16,کؤڭلین,1
bérge,16,بیرگه,1
saknu,16,ساقنو,1
bulunsa,16,بولونسا,1
ögdülmişe,16,اؤگدۆلمیشه,1
bérme,16,بیرمه,1
idişçi,16,ایدیشچی,1
kadaşıñ,16,قاداشېڭ,1
kişidin,15,کیشیدین,1
yarağlığ,15,یاراغلېغ,1
üdinde,15,اۆدینده,1
bütünlük,15,بۆتۆنلۆک,1
on,15,اۏن,1
‘ukbî,15,عقبی,1
erklig,15,ارکلیگ,1
üdrümi,15,اۆدرۆمی,1
sarığ,15,سارېغ,1
badı,15,بادې,1
kel,15,کل,1
tilim,15,تیلیم,1
söküş,15,سؤکۆش,1
yorıdı,15,یۏرېدې,1
biligsizke,15,بیلیگسیزکه,1
koldaş,15,قۏلداش,1
köñlüm,15,کؤڭلۆم,1
tirildi,15,تیریلدی,1
bek,15,بک,1
itti,15,ایتتی,1
başlasa,15,باشلاسا,1
erür,15,ایرۆر,1
ulap,15,اولاپ,1
tapınsa,15,تاپېنسا,1
ayğıl,15,آیغېل,1
yüzüñ,15,یۆزۆڭ,1
kötürse,15,کؤتۆرسه,1
yinçge,15,یینچگه,1
yağuk,15,یاغوق,1
tuğar,15,توغار,1
körgil,15,کؤرگیل,1
begiñe,15,بگیڭه,1
içi,15,ایچی,1
ökünç,15,اؤکۆنچ,1
artatur,15,آرتاتور,1
tileme,15,تیله‌مه,1
ıdsa,15,اېدسا,1
tegür,15,تگۆر,1
tiril,15,تیریل,1
kotu,15,قۏتو,1
namâz,15,ناماز,1
kamuğka,14,قاموغقا,1
apañ,14,آپاڭ,1
çerig,14,چئریگ,1
sewer,14,سئور,1
okıp,14,اۏقېپ,1
bitip,14,بیتیپ,1
bolmış,14,بۏلمېش,1
tegürgil,14,تگۆرگیل,1
barın,14,بارېن,1
yüki,14,یۆکی,1
kozı,14,قۏزې,1
bütrü,14,بۆترۆ,1
küsi,14,کۆسی,1
meñiz,14,مڭیز,1
usı,14,اوسې,1
kayuka,14,قایوقا,1
bayatım,14,بایاتېم,1
bulmış,14,بولمېش,1
barı,14,بارې,1
burun,14,بورون,1
isizlik,14,ایسیزلیک,1
artar,14,آرتار,1
açılğay,14,آچېلغای,1
küyer,14,کۆیر,1
ağırladı,14,آغېرلادې,1
yaraşur,14,یاراشور,1
işiñe,14,ایشیڭه,1
kutluğ,14,قوتلوغ,1
açuk,14,آچوق,1
tileki,14,تیلکی,1
keldim,14,کلدیم,1
ınanma,14,اېنانما,1
kılkım,14,قېلقېم,1
yéyü,14,یییۆ,1
çıkar,14,چېقار,1
uçuzluk,14,اوچوزلوق,1
yiti,14,ییتی,1
belgüsi,14,بلگۆسی,1
meniñde,14,منیڭده,1
etmek,14,ائتمک,1
tüñül,14,تۆڭۆل,1
tirilse,14,تیریلسه,1
ıdma,14,اېدما,1
kolma,14,قۏلما,1
selâmet,14,سلامت,1
halk,14,خلق,1
ögrenür,14,اؤگرنۆر,1
ortu,14,اۏرتو,1
andağ,14,آنداغ,1
olarka,14,اۏلارقا,1
muyan,14,مویان,1
zâhid,14,زاهد,1
tiledi,13,تیله‌دی,1
kılmadı,13,قېلمادې,1
içre,13,ایچره,1
yarar,13,یارار,1
tirilgü,13,تیریلگۆ,1
seçe,13,سئچه,1
başçısı,13,باشچېسې,1
bedüklük,13,بدۆکلۆک,1
iç,13,ایچ,1
sözüñ,13,سؤزۆڭ,1
kılğıl,13,قېلغېل,1
kolup,13,قۏلوپ,1
tadu,13,تادو,1
sewindür,13,سئویندۆر,1
üdte,13,اۆدته,1
erdiñ,13,ایردیڭ,1
keligli,13,کلیگلی,1
vefâlığ,13,وفالېغ,1
uruğ,13,اوروغ,1
tüker,13,تۆکر,1
ewde,13,ائوده,1
özni,13,اؤزنی,1
yél,13,ییل,1
çoğı,13,چۏغې,1
ukuşka,13,اوقوشقا,1
it,13,ایت,1
sözde,13,سؤزده,1
aysa,13,آیسا,1
yawlak,13,یاولاق,1
başında,13,باشېندا,1
elgiñ,13,ایلگیڭ,1
okısa,13,اۏقېسا,1
kalem,13,قلم,1
kayuda,13,قایودا,1
ton,13,تۏن,1
buşı,13,بوشې,1
arığsız,13,آرېغسېز,1
kısğa,13,قېسغا,1
ökünçün,13,اؤکۆنچۆن,1
odğırmış,13,اۏدغېرمېش,1
yolın,13,یۏلېن,1
kelgey,13,کلگَی,1
adak,13,آداق,1
keçip,13,کئچیپ,1
yazukum,13,یازوقوم,1
sınap,13,سېناپ,1
yağığ,13,یاغېغ,1
kurı,13,قورې,1
tüşti,13,تۆشتی,1
kişiniñ,13,کیشینیڭ,1
barmu,13,بارمو,1
tüşüp,13,تۆشۆپ,1
açar,13,آچار,1
bérdim,13,بیردیم,1
ukup,13,اوقوپ,1
uk,13,اوق,1
sewinçlig,13,سئوینچلیگ,1
keçti,13,کئچتی,1
ögüz,13,اؤگۆز,1
cevâb,13,جواب,1
bod,13,بۏد,1
ıdtım,13,اېدتېم,1
yégli,13,ییگلی,1
beytig,13,بیتیگ,1
boğuzı,13,بۏغوزې,1
tutmasa,13,توتماسا,1
umınç,13,اومېنچ,1
katılmaknı,13,قاتېلماقنې,1
ölümde,13,اؤلۆمده,1
bularnıñ,13,بولارنېڭ,1
ağırla,13,آغېرلا,1
ve,12,و,1
törütgen,12,تؤرۆتگن,1
ulam,12,اولام,1
ma‘nîsi,12,معنیسی,1
bilür,12,بیلۆر,1
siyâset,12,سیاست,1
kılmışın,12,قېلمېشېن,1
edgürek,12,ائدگۆره‌ک,1
boduğ,12,بۏدوغ,1
tağ,12,تاغ,1
kesildi,12,کسیلدی,1
yüreklig,12,یۆرکلیگ,1
uçar,12,اوچار,1
üni,12,اۆنی,1
kitti,12,کیتتی,1
şükri,12,شکری,1
sewe,12,سئوه,1
arslan,12,آرسلان,1
erde,12,ارده,1
biligke,12,بیلیگکه,1
sözüñni,12,سؤزۆڭنی,1
sözleme,12,سؤزله‌مه,1
mesel,12,مثل,1
yatsa,12,یاتسا,1
kılınçın,12,قېلېنچېن,1
mün,12,مۆن,1
iz,12,ایز,1
tilde,12,تیلده,1
isizler,12,ایسیزلر,1
üdün,12,اۆدۆن,1
iter,12,ایتر,1
okığıl,12,اۏقېغېل,1
iwe,12,ایوه,1
yazukluğ,12,یازوقلوغ,1
ikigü,12,ایکیگۆ,1
kızğu,12,قېزغو,1
